Dataset Title,API Field Name,Description,Data Type
Expenses of Charities Operating in Colorado,cysalariescompempbnftpaidamt,"Salaries, other compensation, employee benefits from current year",Number
Expenses of Charities Operating in Colorado,pytotalproffndrsngexpnsamt,Grants and other assistance to domestic organizations and domestic governments from prior year,Number
Expenses of Charities Operating in Colorado,cytotalproffndrsngexpnsamt,Grants and other assistance to domestic organizations and domestic governments from current year,Number
Expenses of Charities Operating in Colorado,cytotalfundraisingexpenseamt,Total fundraising expenses from current year,Number
Expenses of Charities Operating in Colorado,pyotherexpensesamt,Other expenses from prior year,Number
Expenses of Charities Operating in Colorado,cyotherexpensesamt,Other expenses from current year,Number
Expenses of Charities Operating in Colorado,pytotalexpensesamt,Total expenses from prior year,Number
Expenses of Charities Operating in Colorado,cytotalexpensesamt,Total expenses from current year,Number
Expenses of Charities Operating in Colorado,pyrevenueslessexpensesamt,Revenue less expenses from prior year,Number
Expenses of Charities Operating in Colorado,cyrevenueslessexpensesamt,Revenue less expenses from current year,Number
Expenses of Charities Operating in Colorado,professionalfundraisingind,"Indicator for if the organization reported a total of more than $15,000 of expenses for professional fundraising services",Text
Expenses of Charities Operating in Colorado,compensationprocessceoind,"Indicator for if there is a compensation process for the organization’s CEO, Executive Director, or top management official",Text
Expenses of Charities Operating in Colorado,compensationprocessotherind,Indicator for if there is a compensation process for other officers or key employees of the organization,Text
Expenses of Charities Operating in Colorado,indivrcvdgreaterthan100kcnt,"Total number of individuals (including but not limited to those listed above) who received more than $100,000 of reportable compensation from the organization",Number
Expenses of Charities Operating in Colorado,cntrctrcvdgreaterthan100kcnt,"Total number of independent contractors (including but not limited to those listed above) who received more than $100,000 of compensation from the organization",Number
Expenses of Charities Operating in Colorado,grantstodomesticorgsgrp_totalamt,Total amount for grants and other assistance to domestic organizations,Number
Expenses of Charities Operating in Colorado,grantstodomesticorgsgrp_programservicesamt,Program service amount for grants and other assistance to domestic organizations,Number
Expenses of Charities Operating in Colorado,grantstodomesticindividualsgrp_totalamt,Total amount for grants and other assistance to domestic individuals,Number
Expenses of Charities Operating in Colorado,grantstodomesticindividualsgrp_programservicesamt,Program service amount for grants and other assistance to domestic individuals,Number
Expenses of Charities Operating in Colorado,foreigngrantsgrp_totalamt,"Total amount for grants and other assistance to foreign organizations, foreign governments, and foreign individuals",Number
Expenses of Charities Operating in Colorado,foreigngrantsgrp_programservicesamt,"Program service amount for grants and other assistance to foreign organizations, foreign governments, and foreign individuals",Number
Expenses of Charities Operating in Colorado,compcurrentofcrdirectorsgrp_totalamt,"Compensation of current officers, directors, trustees, and key employees total amount",Number
Expenses of Charities Operating in Colorado,compcurrentofcrdirectorsgrp_programservicesamt,"Compensation of current officers, directors, trustees, and key employees program services amount",Number
Expenses of Charities Operating in Colorado,compcurrentofcrdirectorsgrp_managementandgeneralamt,"Compensation of current officers, directors, trustees, and key employees management and general amount",Number
Expenses of Charities Operating in Colorado,compcurrentofcrdirectorsgrp_fundraisingamt,"Compensation of current officers, directors, trustees, and key employees fundraising amount",Number
Expenses of Charities Operating in Colorado,totalfunctionalexpensesgrp_totalamt,Total functional expenses total amount,Number
Expenses of Charities Operating in Colorado,totalfunctionalexpensesgrp_programservicesamt,Total functional expenses program services amount,Number
Expenses of Charities Operating in Colorado,totalfunctionalexpensesgrp_managementandgeneralamt,Total functional expenses management and general amount,Number
Expenses of Charities Operating in Colorado,totalfunctionalexpensesgrp_fundraisingamt,Total functional expenses fundraising amount,Number
Expenses of Charities Operating in Colorado,jointcostsind,Indicator for if the organization has joint costs,Text
Expenses of Charities Operating in Colorado,totaljointcostsgrp_fundraisingamt,Total joint costs fundraising amount,Number
Expenses of Charities Operating in Colorado,totaljointcostsgrp_managementandgeneralamt,Total joint costs management and general amount,Number
Expenses of Charities Operating in Colorado,totaljointcostsgrp_programservicesamt,Total joint costs program services amount,Number
Expenses of Charities Operating in Colorado,totaljointcostsgrp_totalamt,Total joint costs total amount,Number
Airports in Colorado,objectid,"Unique ID, Integer (precision: 10)",Number
Airports in Colorado,loc_id,"Airport location ID, String (50 characters)",Text
Airports in Colorado,name,"Airport Name, String (127 characters)",Text
Airports in Colorado,the_geom,Auto generated field containing the geometry of each item. Users note that this field may or may not be completely accurate. It is recommended for the user to run a separate analysis.,Point
Airports in Colorado,elev,"Airport Elevation, Height Above Sea Level in feet, Double Precision (precision: 38)",Number
Airports in Colorado,func_level,"Functional role of the airport in Colorado’s airport system. Major = (?), Intermediate = (?) , String (50 characters)",Text
Airports in Colorado,assoccity,"Name of nearest city or community to the airport. Usually the airport's basis of support, String (50 characters)",Text
Airports in Colorado,fipscity,"FIPS City Code of county in which airport is located, String (5 characters)",Text
Airports in Colorado,county,"Name of county in which airport is located, String (32 characters)",Text
Airports in Colorado,fipscounty,"FIPS County Code of county in which airport is located, String (5 characters)",Text
Airports in Colorado,region,"CDOT Engineering region number in which the airport is located ranging from 1-6, Double Precision (precision: 38). https://www.codot.gov/about/regions.html",Number
Airports in Colorado,tprid,"CDOT Transportation Planning Region in which the airport is located ranging from 1-15, Double Precision (precision: 38). https://www.codot.gov/programs/statewide-planning/mpo-rural-planning.html",Number
Airports in Colorado,isnhs,"Is the airport located near the National Highway System? - yes/no, String (2 characters)",Text
Airports in Colorado,nearcity,"Closest associated city, String (254 characters)",Text
Airports in Colorado,nearhwy,"Closest associated highway, String (64 characters)",Text
Airports in Colorado,airporttyp,"Types of aviation services as defined by the CDOT Division of Aeronautics, CS (Commercial Service), GA (General Aviation), Military, RLVR (Reliever), String (16 characters). https://www.codot.gov/programs/programs/aeronautics",Text
Airports in Colorado,aircraftop,"Average number of aircraft operational at location, depending on size measured per day/week/month/year, as reported by www.airnav.com, String (50 characters)",Text
Airports in Colorado,airporthou,"Airport hours, String (127 characters)",Text
Airports in Colorado,annualops,"Annual number of take-offs and landings, Double Precision (precision: 38)",Number
Airports in Colorado,annualpass,"Annual number of passengers as reported by the FAA, Double Precision (precision: 38)",Number
Airports in Colorado,runways,"Number of operational runways, reported by CDOT Division of Aeronautics, String (2 characters)",Text
Airports in Colorado,runwayleng,"Lengths of each runway, reported by CDOT Division of Aeronautics, [how is this broken down (?)], String (254 characters). https://www.codot.gov/programs/programs/aeronautics",Text
Airports in Colorado,runwaysurf,"Surface material of runway, reported by CDOT Division of Aeronautics, String (254 characters)",Text
