Dataset Title,API Field Name,Description
Restaurant Inspections in Tri-County Colorado 2018,_08a,Ordinance that created district
Restaurant Inspections in Tri-County Colorado 2018,_08b,Date boundary last edited or modified
Restaurant Inspections in Tri-County Colorado 2018,_08c,Date of ordinance creating district
Restaurant Inspections in Tri-County Colorado 2018,totalcritical,Date district was terminated
Restaurant Inspections in Tri-County Colorado 2018,numberoffbicritical,Tax number for geo-processing assigned by Assessor's office
Restaurant Inspections in Tri-County Colorado 2018,_09a,Link to City Network File location
Restaurant Inspections in Tri-County Colorado 2018,_09b,URL to web site with further district information
Restaurant Inspections in Tri-County Colorado 2018,_10a,District Specific comments
Restaurant Inspections in Tri-County Colorado 2018,_i0b,Comments concerning legistlative or creation process
Restaurant Inspections in Tri-County Colorado 2018,_10c,Link to state web site - Department of Local Affairs
Restaurant Inspections in Tri-County Colorado 2018,_11a,Special District Fees managed by the City Treasury Department
Restaurant Inspections in Tri-County Colorado 2018,_11b,General notes from the GIS data edidtor
Restaurant Inspections in Tri-County Colorado 2018,_11c,Type of store
Restaurant Inspections in Tri-County Colorado 2018,_12a,Store name
Restaurant Inspections in Tri-County Colorado 2018,_12b,Required field - Addresses outside Denver County may not be populated
Restaurant Inspections in Tri-County Colorado 2018,_12c,Business site address - line1
Restaurant Inspections in Tri-County Colorado 2018,_12d,Business site unit address - line 2
Restaurant Inspections in Tri-County Colorado 2018,_13a,Business site city
Restaurant Inspections in Tri-County Colorado 2018,_13b,State
Restaurant Inspections in Tri-County Colorado 2018,_13c,ZIP
Restaurant Inspections in Tri-County Colorado 2018,_14a,Store phone number
Restaurant Inspections in Tri-County Colorado 2018,_14b,Store hours
Restaurant Inspections in Tri-County Colorado 2018,_14c,Yes/No indicating if store accepts Supplemental Nutrition Assistance Programs (SNAP); also known as Food Stamps
Restaurant Inspections in Tri-County Colorado 2018,_14d,Standard Industry Classification (SIC) code for the store.
Restaurant Inspections in Tri-County Colorado 2018,_14e,Eight digit North American Industry Classification System (NAICS) code
Restaurant Inspections in Tri-County Colorado 2018,_14f,Estimated sales or assets in thousands
Restaurant Inspections in Tri-County Colorado 2018,_14g,"Business Status - The code denoting whether the business is a headquarters (1), a branch (2), a subsidiary (3)"
Restaurant Inspections in Tri-County Colorado 2018,_14h,The number of employees for the business
Restaurant Inspections in Tri-County Colorado 2018,_14i,A range describing the number of employees for the business
Restaurant Inspections in Tri-County Colorado 2018,_15a,Franchise Status - An additional sub-classification of certain Standard Industry Classification (SIC) codes used to identify franchise/brand affiliation or professional specialty. Related to the selected SIC only.
Restaurant Inspections in Tri-County Colorado 2018,_15b,A range describing the square footage of the business
Restaurant Inspections in Tri-County Colorado 2018,totalnoncritical,Data Source
Active Business Licenses Denver,bfn,X coordinates
Active Business Licenses Denver,license_type,Y coordinates
Active Business Licenses Denver,licnese_status,Healthy Corner Store Initiative
Active Business Licenses Denver,license_sub_type,Neighborhood name.
Active Business Licenses Denver,expiration_date,Denver Council Districts
Active Business Licenses Denver,entity_name,Description of corridor
Active Business Licenses Denver,establishment_address,Notes about the corridor
General Improvement Districts Denver,OBJECTID,Name of NBR corridor
General Improvement Districts Denver,district_i,Arbitrary sequential number for districts determined by IPP.
General Improvement Districts Denver,actv_or_hist,"Is the District boundary ""Active"" or ""Historical""?"
General Improvement Districts Denver,dstct_name,Name of District per Creation Ordinance
General Improvement Districts Denver,data_sourc,Ordinance that created the district.
General Improvement Districts Denver,creat_ord,Date boundary was last modified.
General Improvement Districts Denver,bndry_last,Date of Ordinance that created this district.
General Improvement Districts Denver,legal_start,Date district was terminated.
General Improvement Districts Denver,legal_end,Various Tax Code numbers for GIS processing
General Improvement Districts Denver,tax_number,Where did the feature come from. Was it mapped by survey or did it come from an existing feature class.
General Improvement Districts Denver,file_link,Link to City Network File Folder
General Improvement Districts Denver,web_link,URL for District Information
General Improvement Districts Denver,comments_d,District Comments
General Improvement Districts Denver,comments_l,Comments specific to legislative creation of district.
General Improvement Districts Denver,web_link_s,Link to District Web Site at State of Colorado
General Improvement Districts Denver,special_fe,General Information
General Improvement Districts Denver,notes,Special fees associated with district
Food Stores in Denver,store_type,Length of feature in internal units.
Food Stores in Denver,store_name,Area of feature in internal units squared.
Food Stores in Denver,address_id,Unique indentifier associated with recorded tree
Food Stores in Denver,address1,Common species name for recorded tree
Food Stores in Denver,address2,"Scientific/botanic species name for recorded tree (genus, species)"
Food Stores in Denver,city,Tree diameter range classification at time of inventory
Food Stores in Denver,state,Number of stems recorded from each tree
Food Stores in Denver,zip,"Nearest park, parkway, or median location associated with recorded trees"
Food Stores in Denver,phone,Unique code associated with established park locations
Food Stores in Denver,hours,"Type of site (Park,Street, Facility)"
Food Stores in Denver,snap,Date of data collection
Food Stores in Denver,sic,Exact or nearest address associated with recorded tree location
Food Stores in Denver,naics_ext,Street name associated with location of recorded trees
Food Stores in Denver,sales_vol,Nearest neighborhood or park associated with tree location
Food Stores in Denver,hdbrch,X coordinate of tree point
Food Stores in Denver,number_emp,Y coordinate of tree point
Food Stores in Denver,empsiz,Sequential unique whole numbers that are automatically generated.
Food Stores in Denver,frncod,The county in which the municipality exists
Food Stores in Denver,sqft,Number of existing trees
Food Stores in Denver,source,Number of trees per capita
Food Stores in Denver,point_x,Number of trees per acre
Food Stores in Denver,point_y,Potential tree planting sites per capita
Food Stores in Denver,hcsi,Potential tree planting sites per acre
Food Stores in Denver,nbhd_name,Percentage of tree canopy
Food Stores in Denver,council_di,Percentage of irrigated grass
Neighborhood Business Revitalization Corridors Denver,descrptn,Percentage of bare soil / dry vegetation
Neighborhood Business Revitalization Corridors Denver,notes,Percentage of buildings
Neighborhood Business Revitalization Corridors Denver,nbr_name,Percentage of impervious surfaces
Business Improvement Districts Denver,district_i,Percentage of raod surfaces
Business Improvement Districts Denver,actv_or_hist,Percentage of water surfaces
Business Improvement Districts Denver,dstct_name,Name of the municipality
Business Improvement Districts Denver,creat_ord,Length of feature in internal units
Business Improvement Districts Denver,bndry_last,Area of feature in internal units squared
Business Improvement Districts Denver,legal_start,Business File Number for EXLIC department use only
Business Improvement Districts Denver,legal_end,Name of business with license
Business Improvement Districts Denver,tax_number,Address
Business Improvement Districts Denver,data_sourc,Denver Address Database address id as stored in Accela
Business Improvement Districts Denver,file_link,First line of the address as stored in Accela
Business Improvement Districts Denver,web_link,Second line of the address as stored in Accela
Business Improvement Districts Denver,comments_d,City part of the address as stored in Accela
Business Improvement Districts Denver,comments_l,State part of the address as stored in Accela
Business Improvement Districts Denver,web_link_s,Zip code part of the address as stored in Accela
Business Improvement Districts Denver,notes,Name of the license
Business Improvement Districts Denver,special_fe,status of license?
Business Improvement Districts Denver,shape_len,Date license was issued
Business Improvement Districts Denver,shape_area,Date license ended or will end
Tree Inventory Denver,site_id,X (Longitude) coordinates
